a	b
O00264	P61088
O00264	P61201
O00264	P61247
O00264	P62249
O00264	P62263
O00264	P62333
O00264	P62495
O00264	P62750
O00264	P62879
O00264	P62987
O00264	P63279
O00264	Q00610
O00264	Q02543
O00264	Q04760
O00264	Q08257
O00264	Q12904
O00264	Q13200
O00264	Q13310
O00264	Q13404
O00264	Q13451
O00264	Q13568-4
O00264	Q14164
O00264	Q14165
O00264	Q14258
O00264	Q14653
O00264	Q14657
O00264	Q15008
O00264	Q15046
O00264	Q15056
O00264	Q15365
O00264	Q16576
O00264	Q16630
O00264	Q16650
O00264	Q3MHD2
O00264	Q4VC31
O00264	Q6NZ67
O00264	Q6XUX3
O00264	Q7L2H7
O00264	Q7Z434
O00264	Q86VP1
O00264	Q86WV6
O00264	Q8IUC6
O00264	Q8IUD6
O00264	Q8N5K1
O00264	Q8NC51
O00264	Q8WU90
O00264	Q92844-3
O00264	Q92922
O00264	Q92985
O00264	Q96AG4
O00264	Q96FW1
O00264	Q99460
O00264	Q99623
O00264	Q9BVK6
O00264	Q9BYX4
O00264	Q9H2G2
O00264	Q9H6S1
O00264	Q9H9B4
O00264	Q9HAV4
O00264	Q9NQC7
O00264	Q9NR30
O00264	Q9NUQ9
O00264	Q9NYU2
O00264	Q9P0I2
O00264	Q9UBB6
O00264	Q9UBT2
O00264	Q9UKK9
O00264	Q9Y2B0
O00264	Q9Y3A5
O00264	Q9Y3U8
O00264	Q9Y4K3
O00264	Q9Y6Y9
O00264	O60232
O00264	O75409
O00264	P00918
O00264	P04083
O00264	P05161
O00264	P10275
O00264	P13929
O00264	P15559
O00264	P25685-2
O00264	P30101
O00264	P31946
O00264	P32455
O00264	P59665
O00264	P61964
O00264	Q00796
O00264	Q04446
O00264	Q08257-3
O00264	Q13867
O00264	Q5SW24
O00264	Q6GMV2
O00264	Q6TCH7
O00264	Q6TDP4
O00264	Q86VU5
O00264	Q86YV6
O00264	Q8N6M8
O00264	Q8NA92
O00264	Q8NBF2
O00264	Q8NFH5-2
O00264	Q8WUX2
O00264	Q8WVK2
O00264	Q92769
O00264	Q96B18
O00264	Q96BM9
O00264	Q96NR8
O00264	Q96SA4
O00264	Q99497
O00264	Q9BWD1
O00264	Q9NPF4
O00264	Q9NPL8
O00264	Q9NQR4
O00264	Q9NR45
O00264	Q9Y248
O00264	Q9Y2I2-1
O00264	Q3LXA3
O00264	O43657
O00264	O75179
O00264	O75569
O00264	P62937
O00264	Q13233
O00264	Q5XPI4
O00264	Q86UT6
O00264	Q9H2K2
O00264	Q9BYX4-2
O00571	O00764
O00571	O15067
O00571	O15173
O00571	O15371
O00571	O15455
O00571	O43399
O00571	O43765
O00571	O43776
O00571	O60925
O00571	O75347
O00571	O75608
O00571	O95786
O00571	O95816
O00571	O95861
O00571	P02786
O00571	P04350
O00571	P04843
O00571	P06753
O00571	P07741
O00571	P08571
O00571	P09661
O00571	P09936
O00571	P0CG47
O00571	P0DPH7
O00571	P13797
O00571	P14314
O00571	P14618
O00571	P15170
O00571	P15311
O00571	P15924
O00571	P17676
O00571	P17858
O00571	P19105
O00571	P19623
O00571	P20290
O00571	P22061
O00571	P23284
O00571	P24539
O00571	P24666
O00571	P25786
O00571	P26038
O00571	P26639
O00571	P29401
O00571	P30044
O00571	P30046
O00571	P30084
O00571	P31040
O00571	P31939
O00571	P35580
O00571	P39023
O00571	P41227
O00571	P41250
O00571	P43307
O00571	P48643
O00571	P48739
O00571	P51572
O00571	P52209
O00571	P52298
O00571	P52434
O00571	P52732
O00571	P52815
O00571	P54136
O00571	P55210
O00571	P55327
O00571	P58546
O00571	P61086
O00571	P61088
O00571	P61201
O00571	P61247
O00571	P62249
O00571	P62263
O00571	P62333
O00571	P62495
O00571	P62750
O00571	P62879
O00571	P62987
O00571	P63279
O00571	Q00610
O00571	Q02543
O00571	Q04760
O00571	Q08257
O00571	Q12904
O00571	Q13200
O00571	Q13310
O00571	Q13404
O00571	Q13451
O00571	Q13568-4
O00571	Q14164
O00571	Q14165
O00571	Q14258
O00571	Q14653
O00571	Q14657
O00571	Q15008
O00571	Q15046
O00571	Q15056
O00571	Q15365
O00571	Q16576
O00571	Q16630
O00571	Q16650
O00571	Q3MHD2
O00571	Q4VC31
O00571	Q6NZ67
O00571	Q6XUX3
O00571	Q7L2H7
O00571	Q7Z434
O00571	Q86VP1
O00571	Q86WV6
O00571	Q8IUC6
O00571	Q8IUD6
O00571	Q8N5K1
O00571	Q8NC51
O00571	Q8WU90
O00571	Q92844-3
O00571	Q92922
O00571	Q92985
O00571	Q96AG4
O00571	Q96FW1
O00571	Q99460
O00571	Q99623
O00571	Q9BVK6
O00571	Q9BYX4
O00571	Q9H2G2
O00571	Q9H6S1
O00571	Q9H9B4
O00571	Q9HAV4
O00571	Q9NQC7
O00571	Q9NR30
O00571	Q9NUQ9
O00571	Q9NYU2
O00571	Q9P0I2
O00571	Q9UBB6
O00571	Q9UBT2
O00571	Q9UKK9
O00571	Q9Y2B0
O00571	Q9Y3A5
O00571	Q9Y3U8
O00571	Q9Y4K3
O00571	Q9Y6Y9
O00571	O60232
O00571	O75409
O00571	P00918
O00571	P04083
O00571	P05161
O00571	P10275
O00571	P13929
O00571	P15559
O00571	P25685-2
O00571	P30101
O00571	P31946
O00571	P32455
O00571	P59665
O00571	P61964
O00571	Q00796
O00571	Q04446
O00571	Q08257-3
O00571	Q13867
O00571	Q5SW24
O00571	Q6GMV2
O00571	Q6TCH7
O00571	Q6TDP4
O00571	Q86VU5
O00571	Q86YV6
O00571	Q8N6M8
O00571	Q8NA92
O00571	Q8NBF2
O00571	Q8NFH5-2
O00571	Q8WUX2
O00571	Q8WVK2
O00571	Q92769
O00571	Q96B18
O00571	Q96BM9
O00571	Q96NR8
O00571	Q96SA4
O00571	Q99497
O00571	Q9BWD1
O00571	Q9NPF4
O00571	Q9NPL8
O00571	Q9NQR4
O00571	Q9NR45
O00571	Q9Y248
O00571	Q9Y2I2-1
O00571	Q3LXA3
O00571	O43657
O00571	O75179
O00571	O75569
O00571	P62937
O00571	Q13233
O00571	Q5XPI4
O00571	Q86UT6
O00571	Q9H2K2
O00571	Q9BYX4-2
O00764	O15067
O00764	O15173
O00764	O15371
O00764	O15455
O00764	O43399
O00764	O43765
O00764	O43776
O00764	O60925
O00764	O75347
O00764	O75608
O00764	O95786
O00764	O95816
O00764	O95861
O00764	P02786
O00764	P04350
O00764	P04843
O00764	P06753
O00764	P07741
O00764	P08571
O00764	P09661
O00764	P09936
O00764	P0CG47
O00764	P0DPH7
O00764	P13797
O00764	P14314
O00764	P14618
O00764	P15170
O00764	P15311
O00764	P15924
O00764	P17676
O00764	P17858
O00764	P19105
O00764	P19623
O00764	P20290
O00764	P22061
O00764	P23284
O00764	P24539
O00764	P24666
O00764	P25786
O00764	P26038
O00764	P26639
O00764	P29401
O00764	P30044
O00764	P30046
O00764	P30084
O00764	P31040
O00764	P31939
O00764	P35580
O00764	P39023
O00764	P41227
O00764	P41250
O00764	P43307
O00764	P48643
O00764	P48739
O00764	P51572
O00764	P52209
O00764	P52298
O00764	P52434
O00764	P52732
O00764	P52815
O00764	P54136
O00764	P55210
O00764	P55327
O00764	P58546
O00764	P61086
O00764	P61088
O00764	P61201
O00764	P61247
O00764	P62249
O00764	P62263
O00764	P62333
O00764	P62495
O00764	P62750
O00764	P62879
O00764	P62987
O00764	P63279
O00764	Q00610
O00764	Q02543
O00764	Q04760
O00764	Q08257
O00764	Q12904
O00764	Q13200
O00764	Q13310
O00764	Q13404
O00764	Q13451
O00764	Q13568-4
O00764	Q14164
O00764	Q14165
O00764	Q14258
O00764	Q14653
O00764	Q14657
O00764	Q15008
O00764	Q15046
O00764	Q15056
O00764	Q15365
O00764	Q16576
O00764	Q16630
O00764	Q16650
O00764	Q3MHD2
O00764	Q4VC31
O00764	Q6NZ67
O00764	Q6XUX3
O00764	Q7L2H7
O00764	Q7Z434
O00764	Q86VP1
O00764	Q86WV6
O00764	Q8IUC6
O00764	Q8IUD6
O00764	Q8N5K1
O00764	Q8NC51
O00764	Q8WU90
O00764	Q92844-3
O00764	Q92922
O00764	Q92985
O00764	Q96AG4
O00764	Q96FW1
O00764	Q99460
O00764	Q99623
O00764	Q9BVK6
O00764	Q9BYX4
O00764	Q9H2G2
O00764	Q9H6S1
O00764	Q9H9B4
O00764	Q9HAV4
O00764	Q9NQC7
O00764	Q9NR30
O00764	Q9NUQ9
O00764	Q9NYU2
O00764	Q9P0I2
O00764	Q9UBB6
O00764	Q9UBT2
O00764	Q9UKK9
O00764	Q9Y2B0
O00764	Q9Y3A5
O00764	Q9Y3U8
O00764	Q9Y4K3
O00764	Q9Y6Y9
O00764	O60232
O00764	O75409
O00764	P00918
O00764	P04083
O00764	P05161
O00764	P10275
O00764	P13929
O00764	P15559
O00764	P25685-2
O00764	P30101
O00764	P31946
O00764	P32455
O00764	P59665
O00764	P61964
O00764	Q00796
O00764	Q04446
O00764	Q08257-3
O00764	Q13867
O00764	Q5SW24
O00764	Q6GMV2
O00764	Q6TCH7
O00764	Q6TDP4
O00764	Q86VU5
O00764	Q86YV6
O00764	Q8N6M8
O00764	Q8NA92
O00764	Q8NBF2
O00764	Q8NFH5-2
O00764	Q8WUX2
O00764	Q8WVK2
O00764	Q92769
O00764	Q96B18
O00764	Q96BM9
O00764	Q96NR8
O00764	Q96SA4
O00764	Q99497
O00764	Q9BWD1
O00764	Q9NPF4
O00764	Q9NPL8
O00764	Q9NQR4
O00764	Q9NR45
O00764	Q9Y248
O00764	Q9Y2I2-1
O00764	Q3LXA3
O00764	O43657
O00764	O75179
O00764	O75569
O00764	P62937
O00764	Q13233
O00764	Q5XPI4
O00764	Q86UT6
O00764	Q9H2K2
O00764	Q9BYX4-2
O15067	O15173
O15067	O15371
O15067	O15455
O15067	O43399
O15067	O43765
O15067	O43776
O15067	O60925
O15067	O75347
O15067	O75608
O15067	O95786
O15067	O95816
O15067	O95861
O15067	P02786
O15067	P04350
O15067	P04843
O15067	P06753
O15067	P07741
O15067	P08571
O15067	P09661
O15067	P09936
O15067	P0CG47
O15067	P0DPH7
O15067	P13797
O15067	P14314
O15067	P14618
O15067	P15170
O15067	P15311
O15067	P15924
O15067	P17676
O15067	P17858
O15067	P19105
O15067	P19623
O15067	P20290
O15067	P22061
O15067	P23284
O15067	P24539
O15067	P24666
O15067	P25786
O15067	P26038
O15067	P26639
O15067	P29401
O15067	P30044
O15067	P30046
O15067	P30084
O15067	P31040
O15067	P31939
O15067	P35580
O15067	P39023
O15067	P41227
O15067	P41250
O15067	P43307
O15067	P48643
O15067	P48739
O15067	P51572
O15067	P52209
O15067	P52298
O15067	P52434
O15067	P52732
O15067	P52815
O15067	P54136
O15067	P55210
O15067	P55327
O15067	P58546
O15067	P61086
O15067	P61088
O15067	P61201
O15067	P61247
O15067	P62249
O15067	P62263
O15067	P62333
O15067	P62495
O15067	P62750
O15067	P62879
O15067	P62987
O15067	P63279
O15067	Q00610
O15067	Q02543
O15067	Q04760
O15067	Q08257
O15067	Q12904
O15067	Q13200
O15067	Q13310
O15067	Q13404
O15067	Q13451
O15067	Q13568-4
O15067	Q14164
O15067	Q14165
O15067	Q14258
O15067	Q14653
O15067	Q14657
O15067	Q15008
O15067	Q15046
O15067	Q15056
O15067	Q15365
O15067	Q16576
O15067	Q16630
O15067	Q16650
O15067	Q3MHD2
O15067	Q4VC31
O15067	Q6NZ67
O15067	Q6XUX3
O15067	Q7L2H7
O15067	Q7Z434
O15067	Q86VP1
O15067	Q86WV6
O15067	Q8IUC6
O15067	Q8IUD6
O15067	Q8N5K1
O15067	Q8NC51
O15067	Q8WU90
O15067	Q92844-3
O15067	Q92922
O15067	Q92985
O15067	Q96AG4
O15067	Q96FW1
O15067	Q99460
O15067	Q99623
O15067	Q9BVK6
O15067	Q9BYX4
O15067	Q9H2G2
O15067	Q9H6S1
O15067	Q9H9B4
O15067	Q9HAV4
O15067	Q9NQC7
O15067	Q9NR30
O15067	Q9NUQ9
O15067	Q9NYU2
O15067	Q9P0I2
O15067	Q9UBB6
O15067	Q9UBT2
O15067	Q9UKK9
O15067	Q9Y2B0
O15067	Q9Y3A5
O15067	Q9Y3U8
O15067	Q9Y4K3
O15067	Q9Y6Y9
O15067	O60232
O15067	O75409
O15067	P00918
O15067	P04083
O15067	P05161
O15067	P10275
O15067	P13929
O15067	P15559
O15067	P25685-2
O15067	P30101
O15067	P31946
O15067	P32455
O15067	P59665
O15067	P61964
O15067	Q00796
O15067	Q04446
O15067	Q08257-3
O15067	Q13867
O15067	Q5SW24
O15067	Q6GMV2
O15067	Q6TCH7
O15067	Q6TDP4
O15067	Q86VU5
O15067	Q86YV6
O15067	Q8N6M8
O15067	Q8NA92
O15067	Q8NBF2
O15067	Q8NFH5-2
O15067	Q8WUX2
O15067	Q8WVK2
O15067	Q92769
O15067	Q96B18
O15067	Q96BM9
O15067	Q96NR8
O15067	Q96SA4
O15067	Q99497
O15067	Q9BWD1
O15067	Q9NPF4
O15067	Q9NPL8
O15067	Q9NQR4
O15067	Q9NR45
O15067	Q9Y248
O15067	Q9Y2I2-1
O15067	Q3LXA3
O15067	O43657
O15067	O75179
O15067	O75569
O15067	P62937
O15067	Q13233
O15067	Q5XPI4
O15067	Q86UT6
O15067	Q9H2K2
O15067	Q9BYX4-2
O15173	O15371
O15173	O15455
O15173	O43399
O15173	O43765
O15173	O43776
O15173	O60925
O15173	O75347
O15173	O75608
O15173	O95786
O15173	O95816
O15173	O95861
O15173	P02786
O15173	P04350
O15173	P04843
O15173	P06753
O15173	P07741
O15173	P08571
O15173	P09661
O15173	P09936
O15173	P0CG47
O15173	P0DPH7
O15173	P13797
O15173	P14314
O15173	P14618
O15173	P15170
O15173	P15311
O15173	P15924
O15173	P17676
O15173	P17858
O15173	P19105
O15173	P19623
O15173	P20290
O15173	P22061
O15173	P23284
O15173	P24539
O15173	P24666
O15173	P25786
O15173	P26038
O15173	P26639
O15173	P29401
O15173	P30044
O15173	P30046
O15173	P30084
O15173	P31040
O15173	P31939
O15173	P35580
O15173	P39023
O15173	P41227
O15173	P41250
O15173	P43307
O15173	P48643
O15173	P48739
O15173	P51572
O15173	P52209
O15173	P52298
O15173	P52434
O15173	P52732
O15173	P52815
O15173	P54136
O15173	P55210
O15173	P55327
O15173	P58546
O15173	P61086
O15173	P61088
O15173	P61201
O15173	P61247
O15173	P62249
O15173	P62263
O15173	P62333
O15173	P62495
O15173	P62750
O15173	P62879
O15173	P62987
O15173	P63279
O15173	Q00610
O15173	Q02543
O15173	Q04760
O15173	Q08257
O15173	Q12904
O15173	Q13200
O15173	Q13310
O15173	Q13404
O15173	Q13451
O15173	Q13568-4
O15173	Q14164
O15173	Q14165
O15173	Q14258
O15173	Q14653
O15173	Q14657
O15173	Q15008
O15173	Q15046
O15173	Q15056
O15173	Q15365
O15173	Q16576
O15173	Q16630
O15173	Q16650
O15173	Q3MHD2
O15173	Q4VC31
O15173	Q6NZ67
O15173	Q6XUX3
O15173	Q7L2H7
O15173	Q7Z434
O15173	Q86VP1
O15173	Q86WV6
O15173	Q8IUC6
O15173	Q8IUD6
O15173	Q8N5K1
O15173	Q8NC51
O15173	Q8WU90
O15173	Q92844-3
O15173	Q92922
O15173	Q92985
O15173	Q96AG4
O15173	Q96FW1
O15173	Q99460
O15173	Q99623
O15173	Q9BVK6
O15173	Q9BYX4
O15173	Q9H2G2
O15173	Q9H6S1
O15173	Q9H9B4
O15173	Q9HAV4
O15173	Q9NQC7
O15173	Q9NR30
O15173	Q9NUQ9
O15173	Q9NYU2
O15173	Q9P0I2
O15173	Q9UBB6
O15173	Q9UBT2
O15173	Q9UKK9
O15173	Q9Y2B0
O15173	Q9Y3A5
O15173	Q9Y3U8
O15173	Q9Y4K3
O15173	Q9Y6Y9
O15173	O60232
O15173	O75409
O15173	P00918
O15173	P04083
O15173	P05161
O15173	P10275
O15173	P13929
O15173	P15559
O15173	P25685-2
O15173	P30101
O15173	P31946
O15173	P32455
O15173	P59665
O15173	P61964
O15173	Q00796
O15173	Q04446
O15173	Q08257-3
O15173	Q13867
O15173	Q5SW24
O15173	Q6GMV2
O15173	Q6TCH7
O15173	Q6TDP4
O15173	Q86VU5
O15173	Q86YV6
O15173	Q8N6M8
O15173	Q8NA92
O15173	Q8NBF2
O15173	Q8NFH5-2
O15173	Q8WUX2
O15173	Q8WVK2
O15173	Q92769
O15173	Q96B18
O15173	Q96BM9
O15173	Q96NR8
O15173	Q96SA4
O15173	Q99497
O15173	Q9BWD1
O15173	Q9NPF4
O15173	Q9NPL8
O15173	Q9NQR4
O15173	Q9NR45
O15173	Q9Y248
O15173	Q9Y2I2-1
O15173	Q3LXA3
O15173	O43657
O15173	O75179
O15173	O75569
O15173	P62937
O15173	Q13233
O15173	Q5XPI4
O15173	Q86UT6
O15173	Q9H2K2
O15173	Q9BYX4-2
O15371	O15455
O15371	O43399
O15371	O43765
O15371	O43776
O15371	O60925
O15371	O75347
O15371	O75608
O15371	O95786
O15371	O95816
O15371	O95861
O15371	P02786
O15371	P04350
O15371	P04843
O15371	P06753
O15371	P07741
O15371	P08571
O15371	P09661
O15371	P09936
O15371	P0CG47
O15371	P0DPH7
O15371	P13797
O15371	P14314
O15371	P14618
O15371	P15170
O15371	P15311
O15371	P15924
O15371	P17676
O15371	P17858
O15371	P19105
O15371	P19623
O15371	P20290
O15371	P22061
O15371	P23284
O15371	P24539
O15371	P24666
O15371	P25786
O15371	P26038
O15371	P26639
O15371	P29401
O15371	P30044
O15371	P30046
O15371	P30084
O15371	P31040
O15371	P31939
O15371	P35580
O15371	P39023
O15371	P41227
O15371	P41250
O15371	P43307
O15371	P48643
O15371	P48739
O15371	P51572
O15371	P52209
O15371	P52298
O15371	P52434
O15371	P52732
O15371	P52815
O15371	P54136
O15371	P55210
O15371	P55327
O15371	P58546
O15371	P61086
O15371	P61088
O15371	P61201
O15371	P61247
O15371	P62249
O15371	P62263
O15371	P62333
O15371	P62495
O15371	P62750
O15371	P62879
O15371	P62987
O15371	P63279
O15371	Q00610
O15371	Q02543
O15371	Q04760
O15371	Q08257
O15371	Q12904
O15371	Q13200
O15371	Q13310
O15371	Q13404
O15371	Q13451
O15371	Q13568-4
O15371	Q14164
O15371	Q14165
O15371	Q14258
O15371	Q14653
O15371	Q14657
O15371	Q15008
O15371	Q15046
O15371	Q15056
O15371	Q15365
O15371	Q16576
O15371	Q16630
O15371	Q16650
O15371	Q3MHD2
O15371	Q4VC31
O15371	Q6NZ67
O15371	Q6XUX3
O15371	Q7L2H7
O15371	Q7Z434
O15371	Q86VP1
O15371	Q86WV6
O15371	Q8IUC6
O15371	Q8IUD6
O15371	Q8N5K1
O15371	Q8NC51
O15371	Q8WU90
O15371	Q92844-3
O15371	Q92922
O15371	Q92985
O15371	Q96AG4
O15371	Q96FW1
O15371	Q99460
O15371	Q99623
O15371	Q9BVK6
O15371	Q9BYX4
O15371	Q9H2G2
O15371	Q9H6S1
O15371	Q9H9B4
O15371	Q9HAV4
O15371	Q9NQC7
O15371	Q9NR30
O15371	Q9NUQ9
O15371	Q9NYU2
O15371	Q9P0I2
O15371	Q9UBB6
O15371	Q9UBT2
O15371	Q9UKK9
O15371	Q9Y2B0
O15371	Q9Y3A5
O15371	Q9Y3U8
O15371	Q9Y4K3
O15371	Q9Y6Y9
O15371	O60232
O15371	O75409
O15371	P00918
O15371	P04083
O15371	P05161
O15371	P10275
O15371	P13929
O15371	P15559
O15371	P25685-2
O15371	P30101
O15371	P31946
O15371	P32455
O15371	P59665
O15371	P61964
O15371	Q00796
O15371	Q04446
O15371	Q08257-3
O15371	Q13867
O15371	Q5SW24
O15371	Q6GMV2
O15371	Q6TCH7
O15371	Q6TDP4
O15371	Q86VU5
O15371	Q86YV6
O15371	Q8N6M8
O15371	Q8NA92
O15371	Q8NBF2
O15371	Q8NFH5-2
O15371	Q8WUX2
O15371	Q8WVK2
O15371	Q92769
O15371	Q96B18
O15371	Q96BM9
O15371	Q96NR8
O15371	Q96SA4
O15371	Q99497
O15371	Q9BWD1
O15371	Q9NPF4
O15371	Q9NPL8
O15371	Q9NQR4
O15371	Q9NR45
O15371	Q9Y248
O15371	Q9Y2I2-1
O15371	Q3LXA3
O15371	O43657
O15371	O75179
O15371	O75569
O15371	P62937
O15371	Q13233
O15371	Q5XPI4
O15371	Q86UT6
O15371	Q9H2K2
O15371	Q9BYX4-2
O15455	O43399
O15455	O43765
O15455	O43776
O15455	O60925
O15455	O75347
O15455	O75608
O15455	O95786
O15455	O95816
O15455	O95861
O15455	P02786
O15455	P04350
O15455	P04843
O15455	P06753
O15455	P07741
O15455	P08571
O15455	P09661
O15455	P09936
O15455	P0CG47
O15455	P0DPH7
O15455	P13797
O15455	P14314
O15455	P14618
O15455	P15170
O15455	P15311
O15455	P15924
O15455	P17676
O15455	P17858
O15455	P19105
O15455	P19623
O15455	P20290
O15455	P22061
O15455	P23284
O15455	P24539
O15455	P24666
O15455	P25786
O15455	P26038
O15455	P26639
O15455	P29401
O15455	P30044
O15455	P30046
O15455	P30084
O15455	P31040
O15455	P31939
O15455	P35580
O15455	P39023
O15455	P41227
O15455	P41250
O15455	P43307
O15455	P48643
O15455	P48739
O15455	P51572
O15455	P52209
O15455	P52298
O15455	P52434
O15455	P52732
O15455	P52815
O15455	P54136
O15455	P55210
O15455	P55327
O15455	P58546
O15455	P61086
O15455	P61088
O15455	P61201
O15455	P61247
O15455	P62249
O15455	P62263
O15455	P62333
O15455	P62495
O15455	P62750
O15455	P62879
O15455	P62987
O15455	P63279
O15455	Q00610
O15455	Q02543
O15455	Q04760
O15455	Q08257
O15455	Q12904
O15455	Q13200
O15455	Q13310
O15455	Q13404
O15455	Q13451
O15455	Q13568-4
O15455	Q14164
O15455	Q14165
O15455	Q14258
O15455	Q14653
O15455	Q14657
O15455	Q15008
O15455	Q15046
O15455	Q15056
O15455	Q15365
O15455	Q16576
O15455	Q16630
O15455	Q16650
O15455	Q3MHD2
O15455	Q4VC31
O15455	Q6NZ67
O15455	Q6XUX3
O15455	Q7L2H7
O15455	Q7Z434
O15455	Q86VP1
O15455	Q86WV6
O15455	Q8IUC6
O15455	Q8IUD6
O15455	Q8N5K1
O15455	Q8NC51
O15455	Q8WU90
O15455	Q92844-3
O15455	Q92922
O15455	Q92985
O15455	Q96AG4
O15455	Q96FW1
O15455	Q99460
O15455	Q99623
O15455	Q9BVK6
O15455	Q9BYX4
O15455	Q9H2G2
O15455	Q9H6S1
O15455	Q9H9B4
O15455	Q9HAV4
O15455	Q9NQC7
O15455	Q9NR30
O15455	Q9NUQ9
O15455	Q9NYU2
O15455	Q9P0I2
O15455	Q9UBB6
O15455	Q9UBT2
O15455	Q9UKK9
O15455	Q9Y2B0
O15455	Q9Y3A5
O15455	Q9Y3U8
O15455	Q9Y4K3
O15455	Q9Y6Y9
O15455	O60232
O15455	O75409
O15455	P00918
O15455	P04083
O15455	P05161
O15455	P10275
O15455	P13929
O15455	P15559
O15455	P25685-2
O15455	P30101
O15455	P31946
O15455	P32455
