a	b
A8MQ03	Q13064
A8MQ03	Q13077
A8MQ03	Q13137
A8MQ03	Q13520
A8MQ03	Q14525
A8MQ03	Q15323
A8MQ03	Q15654
A8MQ03	Q15834
A8MQ03	Q16348
A8MQ03	Q2TAC2
A8MQ03	Q3B820
A8MQ03	Q3KQV3
A8MQ03	Q3LI66
A8MQ03	Q4VCS5
A8MQ03	Q4VCS5-2
A8MQ03	Q5JR59
A8MQ03	Q5JR59-3
A8MQ03	Q5JX71
A8MQ03	Q5T700
A8MQ03	Q5W111-2
A8MQ03	Q63HR2
A8MQ03	Q6A162
A8MQ03	Q6IN84
A8MQ03	Q6PI77
A8MQ03	Q6UY14
A8MQ03	Q7L273
A8MQ03	Q7Z3S9
A8MQ03	Q7Z698
A8MQ03	Q7Z7G2
A8MQ03	Q86Y26
A8MQ03	Q8IUQ4
A8MQ03	Q8IWZ5
A8MQ03	Q8IY31-3
A8MQ03	Q8N5Z5
A8MQ03	Q8N5Z5-2
A8MQ03	Q8N8K9
A8MQ03	Q8TBE3
A8MQ03	Q8TED1
A8MQ03	Q8WV44
A8MQ03	Q8WWF3
A8MQ03	Q92754
A8MQ03	Q96AG4
A8MQ03	Q96B21
A8MQ03	Q96HE8
A8MQ03	Q96HE8-2
A8MQ03	Q96JN2-2
A8MQ03	Q96LC9
A8MQ03	Q96LC9-3
A8MQ03	Q96Q45
A8MQ03	Q96Q45-2
A8MQ03	Q9BQ66
A8MQ03	Q9BUH8
A8MQ03	Q9BXK5
A8MQ03	Q9BXK5-4
A8MQ03	Q9BYQ0
A8MQ03	Q9BYQ4
A8MQ03	Q9BYR3
A8MQ03	Q9BYR5
A8MQ03	Q9BYR7
A8MQ03	Q9BYS1
A8MQ03	Q9BYV2
A8MQ03	Q9C029
A8MQ03	Q9C029-3
A8MQ03	Q9C0F1
A8MQ03	Q9GZV8
A8MQ03	Q9H2G9
A8MQ03	Q9H400
A8MQ03	Q9H9V4
A8MQ03	Q9HBE5
A8MQ03	Q9NP94
A8MQ03	Q9NQ30
A8MQ03	Q9NQ79
A8MQ03	Q9NQX0
A8MQ03	Q9NRY7
A8MQ03	Q9NVV0
A8MQ03	Q9NXJ5-2
A8MQ03	Q9NYW8
A8MQ03	Q9NZV7
A8MQ03	Q9UFD9
A8MQ03	Q9UGC6
A8MQ03	Q9UKS7
A8MQ03	Q9UKT9
A8MQ03	Q9Y487
A8MQ03	O00268
A8MQ03	O00459
A8MQ03	O15160
A8MQ03	O15160-2
A8MQ03	O15197-2
A8MQ03	O15287
A8MQ03	O43684
A8MQ03	O43741
A8MQ03	O75475-3
A8MQ03	O75558
A8MQ03	O75604
A8MQ03	O75716
A8MQ03	O75771
A8MQ03	O75791
A8MQ03	O75865-2
A8MQ03	O94929
A8MQ03	O94929-2
A8MQ03	O95363
A8MQ03	O95983
A8MQ03	O96019
A8MQ03	P00338
A8MQ03	P01112
A8MQ03	P01112-2
A8MQ03	P02768
A8MQ03	P04406
A8MQ03	P05141
A8MQ03	P05204
A8MQ03	P07339
A8MQ03	P07947
A8MQ03	P08727
A8MQ03	P0CG48
A8MQ03	P11021
A8MQ03	P11387
A8MQ03	P14678
A8MQ03	P15880
A8MQ03	P16401
A8MQ03	P16402
A8MQ03	P16403
A8MQ03	P17096
A8MQ03	P17844
A8MQ03	P19338
A8MQ03	P22087
A8MQ03	P22626-2
A8MQ03	P23769
A8MQ03	P24385
A8MQ03	P25786
A8MQ03	P25791
A8MQ03	P25791-3
A8MQ03	P25800
A8MQ03	P26641
A8MQ03	P27986-2
A8MQ03	P29474
A8MQ03	P29692-3
A8MQ03	P30050
A8MQ03	P33993-2
A8MQ03	P38159
A8MQ03	P46531
A8MQ03	P49756
A8MQ03	P51451
A8MQ03	P51800-3
A8MQ03	P51811
A8MQ03	P52292
A8MQ03	P54646
A8MQ03	P56545-3
A8MQ03	P61024
A8MQ03	P61421
A8MQ03	P61758
A8MQ03	P61758-2
A8MQ03	P61968
A8MQ03	P61978-3
A8MQ03	P62081
A8MQ03	P62136
A8MQ03	P62304
A8MQ03	P62316
A8MQ03	P62750
A8MQ03	P62851
A8MQ03	P62937
A8MQ03	P63279
A8MQ03	P68104
A8MQ03	P68371
A8MQ03	P78386
A8MQ03	P81605
A8MQ03	P83881
A8MQ03	Q00839-2
A8MQ03	Q01196-10
A8MQ03	Q07666
A8MQ03	Q08117
A8MQ03	Q08117-2
A8MQ03	Q08211
A8MQ03	Q08426
A8MQ03	Q09028
A8MQ03	Q10570
A8MQ03	Q12824
A8MQ03	Q12906-7
A8MQ03	Q13084
A8MQ03	Q13131
A8MQ03	Q13422
A8MQ03	Q13526
A8MQ03	Q13547
A8MQ03	Q13619-2
A8MQ03	Q13643
A8MQ03	Q13882
A8MQ03	Q13895
A8MQ03	Q14129
A8MQ03	Q15006
A8MQ03	Q15052
A8MQ03	Q15052-2
A8MQ03	Q15542
A8MQ03	Q16512
A8MQ03	Q16576
A8MQ03	Q16594
A8MQ03	Q17RB8
A8MQ03	Q17RB8-2
A8MQ03	Q2TAC2-2
A8MQ03	Q2WGJ6
A8MQ03	Q3SY00
A8MQ03	Q53TS8
A8MQ03	Q5H9K5
A8MQ03	Q5JVF3
A8MQ03	Q5T6C5
A8MQ03	Q5T7W7
A8MQ03	Q63ZY3
A8MQ03	Q68D86
A8MQ03	Q6PF18
A8MQ03	Q76G19
A8MQ03	Q7Z6R9
A8MQ03	Q86UW9
A8MQ03	Q8IUR7-2
A8MQ03	Q8IVT2
A8MQ03	Q8IVV7
A8MQ03	Q8IYI6
A8MQ03	Q8IYR0
A8MQ03	Q8N5A5
A8MQ03	Q8N5A5-2
A8MQ03	Q8N5M1
A8MQ03	Q8N6N6
A8MQ03	Q8N8B7
A8MQ03	Q8N8B7-2
A8MQ03	Q8N8Y2
A8MQ03	Q8NEC5
A8MQ03	Q8NI38
A8MQ03	Q8TAU3
A8MQ03	Q8TBB1
A8MQ03	Q8TCE9
A8MQ03	Q8TD10
A8MQ03	Q8TD31
A8MQ03	Q8TES7-5
A8MQ03	Q8TES7-6
A8MQ03	Q8WXI9
A8MQ03	Q8WYH8
A8MQ03	Q8WYH8-2
A8MQ03	Q92625
A8MQ03	Q92769
A8MQ03	Q92841
A8MQ03	Q92922
A8MQ03	Q96BZ8
A8MQ03	Q96DF8
A8MQ03	Q96EZ8
A8MQ03	Q96FJ0
A8MQ03	Q96GM5
A8MQ03	Q96HA8
A8MQ03	Q96PN8
A8MQ03	Q96SQ5
A8MQ03	Q96ST3
A8MQ03	Q96SW2
A8MQ03	Q96T49
A8MQ03	Q99471
A8MQ03	Q99633
A8MQ03	Q99996
A8MQ03	Q9BRJ7
A8MQ03	Q9BWG6
A8MQ03	Q9BXF9
A8MQ03	Q9BXK1
A8MQ03	Q9BZK7
A8MQ03	Q9BZS1
A8MQ03	Q9H0I2
A8MQ03	Q9H257-2
A8MQ03	Q9H2S9
A8MQ03	Q9H5V7
A8MQ03	Q9H5Z6
A8MQ03	Q9H5Z6-2
A8MQ03	Q9H6L4
A8MQ03	Q9H6Z9
A8MQ03	Q9HAQ2
A8MQ03	Q9HBZ2
A8MQ03	Q9HC98-4
A8MQ03	Q9NP86
A8MQ03	Q9NPJ8-3
A8MQ03	Q9NPJ8-4
A8MQ03	Q9NQT4
A8MQ03	Q9NU19
A8MQ03	Q9NX04
A8MQ03	Q9NX24
A8MQ03	Q9NYA3
A8MQ03	Q9P289
A8MQ03	Q9P2K3
A8MQ03	Q9UBB5
A8MQ03	Q9UBL6-2
A8MQ03	Q9UBY9
A8MQ03	Q9UHD8-4
A8MQ03	Q9UKV3-3
A8MQ03	Q9UMS4
A8MQ03	Q9UMX2
A8MQ03	Q9Y230-2
A8MQ03	Q9Y4C2
A8MQ03	Q9Y4C2-2
A8MQ03	Q9Y5B8
A8MQ03	Q9Y6H1
A8MQ03	Q9UKT9-11
A8MQ03	Q9UKT9-14
A8MQ03	Q9UKT9-5
A8MQ03	Q12873-2
A8MQ03	Q99708-3
O00258	O00258-2
O00258	O00330
O00258	O00501
O00258	O15060
O00258	O15304-2
O00258	O15393
O00258	O15393-2
O00258	O15496
O00258	O43597
O00258	O43610
O00258	O43837
O00258	O43889
O00258	O60711
O00258	O60883
O00258	O75525
O00258	O76014
O00258	O76081
O00258	O94972
O00258	O95273
O00258	O95377
O00258	O95751
O00258	P00915
O00258	P00918
O00258	P01100
O00258	P08151
O00258	P08151-3
O00258	P0DPK4
O00258	P10515
O00258	P11055
O00258	P11912
O00258	P12004
O00258	P13349
O00258	P15941
O00258	P15941-11
O00258	P17020
O00258	P24592
O00258	P29323-2
O00258	P34910
O00258	P34910-2
O00258	P36406
O00258	P48735
O00258	P49747
O00258	P50213
O00258	P51553
O00258	P60329
O00258	P60369
O00258	P60409
O00258	P60410
O00258	Q01850
O00258	Q02218
O00258	Q04864-2
O00258	Q07627
O00258	Q07912
O00258	Q08379
O00258	Q13064
O00258	Q13077
O00258	Q13137
O00258	Q13520
O00258	Q14525
O00258	Q15323
O00258	Q15654
O00258	Q15834
O00258	Q16348
O00258	Q2TAC2
O00258	Q3B820
O00258	Q3KQV3
O00258	Q3LI66
O00258	Q4VCS5
O00258	Q4VCS5-2
O00258	Q5JR59
O00258	Q5JR59-3
O00258	Q5JX71
O00258	Q5T700
O00258	Q5W111-2
O00258	Q63HR2
O00258	Q6A162
O00258	Q6IN84
O00258	Q6PI77
O00258	Q6UY14
O00258	Q7L273
O00258	Q7Z3S9
O00258	Q7Z698
O00258	Q7Z7G2
O00258	Q86Y26
O00258	Q8IUQ4
O00258	Q8IWZ5
O00258	Q8IY31-3
O00258	Q8N5Z5
O00258	Q8N5Z5-2
O00258	Q8N8K9
O00258	Q8TBE3
O00258	Q8TED1
O00258	Q8WV44
O00258	Q8WWF3
O00258	Q92754
O00258	Q96AG4
O00258	Q96B21
O00258	Q96HE8
O00258	Q96HE8-2
O00258	Q96JN2-2
O00258	Q96LC9
O00258	Q96LC9-3
O00258	Q96Q45
O00258	Q96Q45-2
O00258	Q9BQ66
O00258	Q9BUH8
O00258	Q9BXK5
O00258	Q9BXK5-4
O00258	Q9BYQ0
O00258	Q9BYQ4
O00258	Q9BYR3
O00258	Q9BYR5
O00258	Q9BYR7
O00258	Q9BYS1
O00258	Q9BYV2
O00258	Q9C029
O00258	Q9C029-3
O00258	Q9C0F1
O00258	Q9GZV8
O00258	Q9H2G9
O00258	Q9H400
O00258	Q9H9V4
O00258	Q9HBE5
O00258	Q9NP94
O00258	Q9NQ30
O00258	Q9NQ79
O00258	Q9NQX0
O00258	Q9NRY7
O00258	Q9NVV0
O00258	Q9NXJ5-2
O00258	Q9NYW8
O00258	Q9NZV7
O00258	Q9UFD9
O00258	Q9UGC6
O00258	Q9UKS7
O00258	Q9UKT9
O00258	Q9Y487
O00258	O00268
O00258	O00459
O00258	O15160
O00258	O15160-2
O00258	O15197-2
O00258	O15287
O00258	O43684
O00258	O43741
O00258	O75475-3
O00258	O75558
O00258	O75604
O00258	O75716
O00258	O75771
O00258	O75791
O00258	O75865-2
O00258	O94929
O00258	O94929-2
O00258	O95363
O00258	O95983
O00258	O96019
O00258	P00338
O00258	P01112
O00258	P01112-2
O00258	P02768
O00258	P04406
O00258	P05141
O00258	P05204
O00258	P07339
O00258	P07947
O00258	P08727
O00258	P0CG48
O00258	P11021
O00258	P11387
O00258	P14678
O00258	P15880
O00258	P16401
O00258	P16402
O00258	P16403
O00258	P17096
O00258	P17844
O00258	P19338
O00258	P22087
O00258	P22626-2
O00258	P23769
O00258	P24385
O00258	P25786
O00258	P25791
O00258	P25791-3
O00258	P25800
O00258	P26641
O00258	P27986-2
O00258	P29474
O00258	P29692-3
O00258	P30050
O00258	P33993-2
O00258	P38159
O00258	P46531
O00258	P49756
O00258	P51451
O00258	P51800-3
O00258	P51811
O00258	P52292
O00258	P54646
O00258	P56545-3
O00258	P61024
O00258	P61421
O00258	P61758
O00258	P61758-2
O00258	P61968
O00258	P61978-3
O00258	P62081
O00258	P62136
O00258	P62304
O00258	P62316
O00258	P62750
O00258	P62851
O00258	P62937
O00258	P63279
O00258	P68104
O00258	P68371
O00258	P78386
O00258	P81605
O00258	P83881
O00258	Q00839-2
O00258	Q01196-10
O00258	Q07666
O00258	Q08117
O00258	Q08117-2
O00258	Q08211
O00258	Q08426
O00258	Q09028
O00258	Q10570
O00258	Q12824
O00258	Q12906-7
O00258	Q13084
O00258	Q13131
O00258	Q13422
O00258	Q13526
O00258	Q13547
O00258	Q13619-2
O00258	Q13643
O00258	Q13882
O00258	Q13895
O00258	Q14129
O00258	Q15006
O00258	Q15052
O00258	Q15052-2
O00258	Q15542
O00258	Q16512
O00258	Q16576
O00258	Q16594
O00258	Q17RB8
O00258	Q17RB8-2
O00258	Q2TAC2-2
O00258	Q2WGJ6
O00258	Q3SY00
O00258	Q53TS8
O00258	Q5H9K5
O00258	Q5JVF3
O00258	Q5T6C5
O00258	Q5T7W7
O00258	Q63ZY3
O00258	Q68D86
O00258	Q6PF18
O00258	Q76G19
O00258	Q7Z6R9
O00258	Q86UW9
O00258	Q8IUR7-2
O00258	Q8IVT2
O00258	Q8IVV7
O00258	Q8IYI6
O00258	Q8IYR0
O00258	Q8N5A5
O00258	Q8N5A5-2
O00258	Q8N5M1
O00258	Q8N6N6
O00258	Q8N8B7
O00258	Q8N8B7-2
O00258	Q8N8Y2
O00258	Q8NEC5
O00258	Q8NI38
O00258	Q8TAU3
O00258	Q8TBB1
O00258	Q8TCE9
O00258	Q8TD10
O00258	Q8TD31
O00258	Q8TES7-5
O00258	Q8TES7-6
O00258	Q8WXI9
O00258	Q8WYH8
O00258	Q8WYH8-2
O00258	Q92625
O00258	Q92769
O00258	Q92841
O00258	Q92922
O00258	Q96BZ8
O00258	Q96DF8
O00258	Q96EZ8
O00258	Q96FJ0
O00258	Q96GM5
O00258	Q96HA8
O00258	Q96PN8
O00258	Q96SQ5
O00258	Q96ST3
O00258	Q96SW2
O00258	Q96T49
O00258	Q99471
O00258	Q99633
O00258	Q99996
O00258	Q9BRJ7
O00258	Q9BWG6
O00258	Q9BXF9
O00258	Q9BXK1
O00258	Q9BZK7
O00258	Q9BZS1
O00258	Q9H0I2
O00258	Q9H257-2
O00258	Q9H2S9
O00258	Q9H5V7
O00258	Q9H5Z6
O00258	Q9H5Z6-2
O00258	Q9H6L4
O00258	Q9H6Z9
O00258	Q9HAQ2
O00258	Q9HBZ2
O00258	Q9HC98-4
O00258	Q9NP86
O00258	Q9NPJ8-3
O00258	Q9NPJ8-4
O00258	Q9NQT4
O00258	Q9NU19
O00258	Q9NX04
O00258	Q9NX24
O00258	Q9NYA3
O00258	Q9P289
O00258	Q9P2K3
O00258	Q9UBB5
O00258	Q9UBL6-2
O00258	Q9UBY9
O00258	Q9UHD8-4
O00258	Q9UKV3-3
O00258	Q9UMS4
O00258	Q9UMX2
O00258	Q9Y230-2
O00258	Q9Y4C2
O00258	Q9Y4C2-2
O00258	Q9Y5B8
O00258	Q9Y6H1
O00258	Q9UKT9-11
O00258	Q9UKT9-14
O00258	Q9UKT9-5
O00258	Q12873-2
O00258	Q99708-3
O00258-2	O00330
O00258-2	O00501
O00258-2	O15060
O00258-2	O15304-2
O00258-2	O15393
O00258-2	O15393-2
O00258-2	O15496
O00258-2	O43597
O00258-2	O43610
O00258-2	O43837
O00258-2	O43889
O00258-2	O60711
O00258-2	O60883
O00258-2	O75525
O00258-2	O76014
O00258-2	O76081
O00258-2	O94972
O00258-2	O95273
O00258-2	O95377
O00258-2	O95751
O00258-2	P00915
O00258-2	P00918
O00258-2	P01100
O00258-2	P08151
O00258-2	P08151-3
O00258-2	P0DPK4
O00258-2	P10515
O00258-2	P11055
O00258-2	P11912
O00258-2	P12004
O00258-2	P13349
O00258-2	P15941
O00258-2	P15941-11
O00258-2	P17020
O00258-2	P24592
O00258-2	P29323-2
O00258-2	P34910
O00258-2	P34910-2
O00258-2	P36406
O00258-2	P48735
O00258-2	P49747
O00258-2	P50213
O00258-2	P51553
O00258-2	P60329
O00258-2	P60369
O00258-2	P60409
O00258-2	P60410
O00258-2	Q01850
O00258-2	Q02218
O00258-2	Q04864-2
O00258-2	Q07627
O00258-2	Q07912
O00258-2	Q08379
O00258-2	Q13064
O00258-2	Q13077
O00258-2	Q13137
O00258-2	Q13520
O00258-2	Q14525
O00258-2	Q15323
O00258-2	Q15654
O00258-2	Q15834
O00258-2	Q16348
O00258-2	Q2TAC2
O00258-2	Q3B820
O00258-2	Q3KQV3
O00258-2	Q3LI66
O00258-2	Q4VCS5
O00258-2	Q4VCS5-2
O00258-2	Q5JR59
O00258-2	Q5JR59-3
O00258-2	Q5JX71
O00258-2	Q5T700
O00258-2	Q5W111-2
O00258-2	Q63HR2
O00258-2	Q6A162
O00258-2	Q6IN84
O00258-2	Q6PI77
O00258-2	Q6UY14
O00258-2	Q7L273
O00258-2	Q7Z3S9
O00258-2	Q7Z698
O00258-2	Q7Z7G2
O00258-2	Q86Y26
O00258-2	Q8IUQ4
O00258-2	Q8IWZ5
O00258-2	Q8IY31-3
O00258-2	Q8N5Z5
O00258-2	Q8N5Z5-2
O00258-2	Q8N8K9
O00258-2	Q8TBE3
O00258-2	Q8TED1
