a	b
Q13432	Q8N8B7
Q13432	Q8N8B7-2
Q13432	Q8TBB1
Q13432	Q8TD31
Q13432	Q8TEC5
Q13432	Q96BZ8
Q13432	Q96CN5
Q13432	Q96GM5
Q13432	Q96HB5
Q13432	Q96LK0
Q13432	Q96MA6
Q13432	Q9BWD3
Q13432	Q9BYV2
Q13432	Q9H0I2
Q13432	Q9H6F5
Q13432	Q9HD26
Q13432	Q9NPJ8
Q13432	Q9NRI5
Q13432	Q9NYB9
Q13432	Q9NYJ8
Q13432	Q9P2K3
Q13432	Q9P2M7
Q13432	Q9Y250
Q13432	Q9Y2Y4
Q13432	Q9Y586
Q15796-2	Q15797
Q15796-2	Q3ZCM7
Q15796-2	Q5VWN6
Q15796-2	Q68D86
Q15796-2	Q6PJP8
Q15796-2	Q70CQ2
Q15796-2	Q86YZ3
Q15796-2	Q8IX01
Q15796-2	Q8N129
Q15796-2	Q8WTT2
Q15796-2	Q92597
Q15796-2	Q96A57
Q15796-2	Q99418
Q15796-2	Q9BQ39
Q15796-2	Q9BRR8
Q15796-2	Q9BZV1-2
Q15796-2	Q9H501
Q15796-2	Q9HCE7-2
Q15796-2	Q9HCU4
Q15796-2	Q9NYB0
Q15796-2	Q9Y6M5
P49703	Q15796-2
B2RXF5	Q15796-2
O00305	Q15796-2
O00746	Q15796-2
O75955	Q15796-2
P19237	Q15796-2
P20807	Q15796-2
P25786	Q15796-2
P50221	Q15796-2
P50222	Q15796-2
P54136	Q15796-2
Q08426	Q15796-2
Q15796-2	Q16877
Q15796-2	Q16877-2
Q15796-2	Q2TBE0
Q15796-2	Q3B820
Q15796-2	Q3SY00
Q15796-2	Q6NX45
Q15796-2	Q6ZNG0
Q15796-2	Q6ZV73
Q15796-2	Q86YV0
Q15796-2	Q8IZD4
Q15796-2	Q8N0S2
Q15796-2	Q8N5R6-4
Q15796-2	Q8N8B7
Q15796-2	Q8N8B7-2
Q15796-2	Q8TBB1
Q15796-2	Q8TD31
Q15796-2	Q8TEC5
Q15796-2	Q96BZ8
Q15796-2	Q96CN5
Q15796-2	Q96GM5
Q15796-2	Q96HB5
Q15796-2	Q96LK0
Q15796-2	Q96MA6
Q15796-2	Q9BWD3
Q15796-2	Q9BYV2
Q15796-2	Q9H0I2
Q15796-2	Q9H6F5
Q15796-2	Q9HD26
Q15796-2	Q9NPJ8
Q15796-2	Q9NRI5
Q15796-2	Q9NYB9
Q15796-2	Q9NYJ8
Q15796-2	Q9P2K3
Q15796-2	Q9P2M7
Q15796-2	Q9Y250
Q15796-2	Q9Y2Y4
Q15796-2	Q9Y586
Q15797	Q3ZCM7
Q15797	Q5VWN6
Q15797	Q68D86
Q15797	Q6PJP8
Q15797	Q70CQ2
Q15797	Q86YZ3
Q15797	Q8IX01
Q15797	Q8N129
Q15797	Q8WTT2
Q15797	Q92597
Q15797	Q96A57
Q15797	Q99418
Q15797	Q9BQ39
Q15797	Q9BRR8
Q15797	Q9BZV1-2
Q15797	Q9H501
Q15797	Q9HCE7-2
Q15797	Q9HCU4
Q15797	Q9NYB0
Q15797	Q9Y6M5
P49703	Q15797
B2RXF5	Q15797
O00305	Q15797
O00746	Q15797
O75955	Q15797
P19237	Q15797
P20807	Q15797
P25786	Q15797
P50221	Q15797
P50222	Q15797
P54136	Q15797
Q08426	Q15797
Q15797	Q16877
Q15797	Q16877-2
Q15797	Q2TBE0
Q15797	Q3B820
Q15797	Q3SY00
Q15797	Q6NX45
Q15797	Q6ZNG0
Q15797	Q6ZV73
Q15797	Q86YV0
Q15797	Q8IZD4
Q15797	Q8N0S2
Q15797	Q8N5R6-4
Q15797	Q8N8B7
Q15797	Q8N8B7-2
Q15797	Q8TBB1
Q15797	Q8TD31
Q15797	Q8TEC5
Q15797	Q96BZ8
Q15797	Q96CN5
Q15797	Q96GM5
Q15797	Q96HB5
Q15797	Q96LK0
Q15797	Q96MA6
Q15797	Q9BWD3
Q15797	Q9BYV2
Q15797	Q9H0I2
Q15797	Q9H6F5
Q15797	Q9HD26
Q15797	Q9NPJ8
Q15797	Q9NRI5
Q15797	Q9NYB9
Q15797	Q9NYJ8
Q15797	Q9P2K3
Q15797	Q9P2M7
Q15797	Q9Y250
Q15797	Q9Y2Y4
Q15797	Q9Y586
Q3ZCM7	Q5VWN6
Q3ZCM7	Q68D86
Q3ZCM7	Q6PJP8
Q3ZCM7	Q70CQ2
Q3ZCM7	Q86YZ3
Q3ZCM7	Q8IX01
Q3ZCM7	Q8N129
Q3ZCM7	Q8WTT2
Q3ZCM7	Q92597
Q3ZCM7	Q96A57
Q3ZCM7	Q99418
Q3ZCM7	Q9BQ39
Q3ZCM7	Q9BRR8
Q3ZCM7	Q9BZV1-2
Q3ZCM7	Q9H501
Q3ZCM7	Q9HCE7-2
Q3ZCM7	Q9HCU4
Q3ZCM7	Q9NYB0
Q3ZCM7	Q9Y6M5
P49703	Q3ZCM7
B2RXF5	Q3ZCM7
O00305	Q3ZCM7
O00746	Q3ZCM7
O75955	Q3ZCM7
P19237	Q3ZCM7
P20807	Q3ZCM7
P25786	Q3ZCM7
P50221	Q3ZCM7
P50222	Q3ZCM7
P54136	Q3ZCM7
Q08426	Q3ZCM7
Q16877	Q3ZCM7
Q16877-2	Q3ZCM7
Q2TBE0	Q3ZCM7
Q3B820	Q3ZCM7
Q3SY00	Q3ZCM7
Q3ZCM7	Q6NX45
Q3ZCM7	Q6ZNG0
Q3ZCM7	Q6ZV73
Q3ZCM7	Q86YV0
Q3ZCM7	Q8IZD4
Q3ZCM7	Q8N0S2
Q3ZCM7	Q8N5R6-4
Q3ZCM7	Q8N8B7
Q3ZCM7	Q8N8B7-2
Q3ZCM7	Q8TBB1
Q3ZCM7	Q8TD31
Q3ZCM7	Q8TEC5
Q3ZCM7	Q96BZ8
Q3ZCM7	Q96CN5
Q3ZCM7	Q96GM5
Q3ZCM7	Q96HB5
Q3ZCM7	Q96LK0
Q3ZCM7	Q96MA6
Q3ZCM7	Q9BWD3
Q3ZCM7	Q9BYV2
Q3ZCM7	Q9H0I2
Q3ZCM7	Q9H6F5
Q3ZCM7	Q9HD26
Q3ZCM7	Q9NPJ8
Q3ZCM7	Q9NRI5
Q3ZCM7	Q9NYB9
Q3ZCM7	Q9NYJ8
Q3ZCM7	Q9P2K3
Q3ZCM7	Q9P2M7
Q3ZCM7	Q9Y250
Q3ZCM7	Q9Y2Y4
Q3ZCM7	Q9Y586
Q5VWN6	Q68D86
Q5VWN6	Q6PJP8
Q5VWN6	Q70CQ2
Q5VWN6	Q86YZ3
Q5VWN6	Q8IX01
Q5VWN6	Q8N129
Q5VWN6	Q8WTT2
Q5VWN6	Q92597
Q5VWN6	Q96A57
Q5VWN6	Q99418
Q5VWN6	Q9BQ39
Q5VWN6	Q9BRR8
Q5VWN6	Q9BZV1-2
Q5VWN6	Q9H501
Q5VWN6	Q9HCE7-2
Q5VWN6	Q9HCU4
Q5VWN6	Q9NYB0
Q5VWN6	Q9Y6M5
P49703	Q5VWN6
B2RXF5	Q5VWN6
O00305	Q5VWN6
O00746	Q5VWN6
O75955	Q5VWN6
P19237	Q5VWN6
P20807	Q5VWN6
P25786	Q5VWN6
P50221	Q5VWN6
P50222	Q5VWN6
P54136	Q5VWN6
Q08426	Q5VWN6
Q16877	Q5VWN6
Q16877-2	Q5VWN6
Q2TBE0	Q5VWN6
Q3B820	Q5VWN6
Q3SY00	Q5VWN6
Q5VWN6	Q6NX45
Q5VWN6	Q6ZNG0
Q5VWN6	Q6ZV73
Q5VWN6	Q86YV0
Q5VWN6	Q8IZD4
Q5VWN6	Q8N0S2
Q5VWN6	Q8N5R6-4
Q5VWN6	Q8N8B7
Q5VWN6	Q8N8B7-2
Q5VWN6	Q8TBB1
Q5VWN6	Q8TD31
Q5VWN6	Q8TEC5
Q5VWN6	Q96BZ8
Q5VWN6	Q96CN5
Q5VWN6	Q96GM5
Q5VWN6	Q96HB5
Q5VWN6	Q96LK0
Q5VWN6	Q96MA6
Q5VWN6	Q9BWD3
Q5VWN6	Q9BYV2
Q5VWN6	Q9H0I2
Q5VWN6	Q9H6F5
Q5VWN6	Q9HD26
Q5VWN6	Q9NPJ8
Q5VWN6	Q9NRI5
Q5VWN6	Q9NYB9
Q5VWN6	Q9NYJ8
Q5VWN6	Q9P2K3
Q5VWN6	Q9P2M7
Q5VWN6	Q9Y250
Q5VWN6	Q9Y2Y4
Q5VWN6	Q9Y586
Q68D86	Q6PJP8
Q68D86	Q70CQ2
Q68D86	Q86YZ3
Q68D86	Q8IX01
Q68D86	Q8N129
Q68D86	Q8WTT2
Q68D86	Q92597
Q68D86	Q96A57
Q68D86	Q99418
Q68D86	Q9BQ39
Q68D86	Q9BRR8
Q68D86	Q9BZV1-2
Q68D86	Q9H501
Q68D86	Q9HCE7-2
Q68D86	Q9HCU4
Q68D86	Q9NYB0
Q68D86	Q9Y6M5
P49703	Q68D86
B2RXF5	Q68D86
O00305	Q68D86
O00746	Q68D86
O75955	Q68D86
P19237	Q68D86
P20807	Q68D86
P25786	Q68D86
P50221	Q68D86
P50222	Q68D86
P54136	Q68D86
Q08426	Q68D86
Q16877	Q68D86
Q16877-2	Q68D86
Q2TBE0	Q68D86
Q3B820	Q68D86
Q3SY00	Q68D86
Q68D86	Q6NX45
Q68D86	Q6ZNG0
Q68D86	Q6ZV73
Q68D86	Q86YV0
Q68D86	Q8IZD4
Q68D86	Q8N0S2
Q68D86	Q8N5R6-4
Q68D86	Q8N8B7
Q68D86	Q8N8B7-2
Q68D86	Q8TBB1
Q68D86	Q8TD31
Q68D86	Q8TEC5
Q68D86	Q96BZ8
Q68D86	Q96CN5
Q68D86	Q96GM5
Q68D86	Q96HB5
Q68D86	Q96LK0
Q68D86	Q96MA6
Q68D86	Q9BWD3
Q68D86	Q9BYV2
Q68D86	Q9H0I2
Q68D86	Q9H6F5
Q68D86	Q9HD26
Q68D86	Q9NPJ8
Q68D86	Q9NRI5
Q68D86	Q9NYB9
Q68D86	Q9NYJ8
Q68D86	Q9P2K3
Q68D86	Q9P2M7
Q68D86	Q9Y250
Q68D86	Q9Y2Y4
Q68D86	Q9Y586
Q6PJP8	Q70CQ2
Q6PJP8	Q86YZ3
Q6PJP8	Q8IX01
Q6PJP8	Q8N129
Q6PJP8	Q8WTT2
Q6PJP8	Q92597
Q6PJP8	Q96A57
Q6PJP8	Q99418
Q6PJP8	Q9BQ39
Q6PJP8	Q9BRR8
Q6PJP8	Q9BZV1-2
Q6PJP8	Q9H501
Q6PJP8	Q9HCE7-2
Q6PJP8	Q9HCU4
Q6PJP8	Q9NYB0
Q6PJP8	Q9Y6M5
P49703	Q6PJP8
B2RXF5	Q6PJP8
O00305	Q6PJP8
O00746	Q6PJP8
O75955	Q6PJP8
P19237	Q6PJP8
P20807	Q6PJP8
P25786	Q6PJP8
P50221	Q6PJP8
P50222	Q6PJP8
P54136	Q6PJP8
Q08426	Q6PJP8
Q16877	Q6PJP8
Q16877-2	Q6PJP8
Q2TBE0	Q6PJP8
Q3B820	Q6PJP8
Q3SY00	Q6PJP8
Q6NX45	Q6PJP8
Q6PJP8	Q6ZNG0
Q6PJP8	Q6ZV73
Q6PJP8	Q86YV0
Q6PJP8	Q8IZD4
Q6PJP8	Q8N0S2
Q6PJP8	Q8N5R6-4
Q6PJP8	Q8N8B7
Q6PJP8	Q8N8B7-2
Q6PJP8	Q8TBB1
Q6PJP8	Q8TD31
Q6PJP8	Q8TEC5
Q6PJP8	Q96BZ8
Q6PJP8	Q96CN5
Q6PJP8	Q96GM5
Q6PJP8	Q96HB5
Q6PJP8	Q96LK0
Q6PJP8	Q96MA6
Q6PJP8	Q9BWD3
Q6PJP8	Q9BYV2
Q6PJP8	Q9H0I2
Q6PJP8	Q9H6F5
Q6PJP8	Q9HD26
Q6PJP8	Q9NPJ8
Q6PJP8	Q9NRI5
Q6PJP8	Q9NYB9
Q6PJP8	Q9NYJ8
Q6PJP8	Q9P2K3
Q6PJP8	Q9P2M7
Q6PJP8	Q9Y250
Q6PJP8	Q9Y2Y4
Q6PJP8	Q9Y586
Q70CQ2	Q86YZ3
Q70CQ2	Q8IX01
Q70CQ2	Q8N129
Q70CQ2	Q8WTT2
Q70CQ2	Q92597
Q70CQ2	Q96A57
Q70CQ2	Q99418
Q70CQ2	Q9BQ39
Q70CQ2	Q9BRR8
Q70CQ2	Q9BZV1-2
Q70CQ2	Q9H501
Q70CQ2	Q9HCE7-2
Q70CQ2	Q9HCU4
Q70CQ2	Q9NYB0
Q70CQ2	Q9Y6M5
P49703	Q70CQ2
B2RXF5	Q70CQ2
O00305	Q70CQ2
O00746	Q70CQ2
O75955	Q70CQ2
P19237	Q70CQ2
P20807	Q70CQ2
P25786	Q70CQ2
P50221	Q70CQ2
P50222	Q70CQ2
P54136	Q70CQ2
Q08426	Q70CQ2
Q16877	Q70CQ2
Q16877-2	Q70CQ2
Q2TBE0	Q70CQ2
Q3B820	Q70CQ2
Q3SY00	Q70CQ2
Q6NX45	Q70CQ2
Q6ZNG0	Q70CQ2
Q6ZV73	Q70CQ2
Q70CQ2	Q86YV0
Q70CQ2	Q8IZD4
Q70CQ2	Q8N0S2
Q70CQ2	Q8N5R6-4
Q70CQ2	Q8N8B7
Q70CQ2	Q8N8B7-2
Q70CQ2	Q8TBB1
Q70CQ2	Q8TD31
Q70CQ2	Q8TEC5
Q70CQ2	Q96BZ8
Q70CQ2	Q96CN5
Q70CQ2	Q96GM5
Q70CQ2	Q96HB5
Q70CQ2	Q96LK0
Q70CQ2	Q96MA6
Q70CQ2	Q9BWD3
Q70CQ2	Q9BYV2
Q70CQ2	Q9H0I2
Q70CQ2	Q9H6F5
Q70CQ2	Q9HD26
Q70CQ2	Q9NPJ8
Q70CQ2	Q9NRI5
Q70CQ2	Q9NYB9
Q70CQ2	Q9NYJ8
Q70CQ2	Q9P2K3
Q70CQ2	Q9P2M7
Q70CQ2	Q9Y250
Q70CQ2	Q9Y2Y4
Q70CQ2	Q9Y586
Q86YZ3	Q8IX01
Q86YZ3	Q8N129
Q86YZ3	Q8WTT2
Q86YZ3	Q92597
Q86YZ3	Q96A57
Q86YZ3	Q99418
Q86YZ3	Q9BQ39
Q86YZ3	Q9BRR8
Q86YZ3	Q9BZV1-2
Q86YZ3	Q9H501
Q86YZ3	Q9HCE7-2
Q86YZ3	Q9HCU4
Q86YZ3	Q9NYB0
Q86YZ3	Q9Y6M5
P49703	Q86YZ3
B2RXF5	Q86YZ3
O00305	Q86YZ3
O00746	Q86YZ3
O75955	Q86YZ3
P19237	Q86YZ3
P20807	Q86YZ3
P25786	Q86YZ3
P50221	Q86YZ3
P50222	Q86YZ3
P54136	Q86YZ3
Q08426	Q86YZ3
Q16877	Q86YZ3
Q16877-2	Q86YZ3
Q2TBE0	Q86YZ3
Q3B820	Q86YZ3
Q3SY00	Q86YZ3
Q6NX45	Q86YZ3
Q6ZNG0	Q86YZ3
Q6ZV73	Q86YZ3
Q86YV0	Q86YZ3
Q86YZ3	Q8IZD4
Q86YZ3	Q8N0S2
Q86YZ3	Q8N5R6-4
Q86YZ3	Q8N8B7
Q86YZ3	Q8N8B7-2
Q86YZ3	Q8TBB1
Q86YZ3	Q8TD31
Q86YZ3	Q8TEC5
Q86YZ3	Q96BZ8
Q86YZ3	Q96CN5
Q86YZ3	Q96GM5
Q86YZ3	Q96HB5
Q86YZ3	Q96LK0
Q86YZ3	Q96MA6
Q86YZ3	Q9BWD3
Q86YZ3	Q9BYV2
Q86YZ3	Q9H0I2
Q86YZ3	Q9H6F5
Q86YZ3	Q9HD26
Q86YZ3	Q9NPJ8
Q86YZ3	Q9NRI5
Q86YZ3	Q9NYB9
Q86YZ3	Q9NYJ8
Q86YZ3	Q9P2K3
Q86YZ3	Q9P2M7
Q86YZ3	Q9Y250
Q86YZ3	Q9Y2Y4
Q86YZ3	Q9Y586
Q8IX01	Q8N129
Q8IX01	Q8WTT2
Q8IX01	Q92597
Q8IX01	Q96A57
Q8IX01	Q99418
Q8IX01	Q9BQ39
Q8IX01	Q9BRR8
Q8IX01	Q9BZV1-2
Q8IX01	Q9H501
Q8IX01	Q9HCE7-2
Q8IX01	Q9HCU4
Q8IX01	Q9NYB0
Q8IX01	Q9Y6M5
P49703	Q8IX01
B2RXF5	Q8IX01
O00305	Q8IX01
O00746	Q8IX01
O75955	Q8IX01
P19237	Q8IX01
P20807	Q8IX01
P25786	Q8IX01
P50221	Q8IX01
P50222	Q8IX01
P54136	Q8IX01
Q08426	Q8IX01
Q16877	Q8IX01
Q16877-2	Q8IX01
Q2TBE0	Q8IX01
Q3B820	Q8IX01
Q3SY00	Q8IX01
Q6NX45	Q8IX01
Q6ZNG0	Q8IX01
Q6ZV73	Q8IX01
Q86YV0	Q8IX01
Q8IX01	Q8IZD4
Q8IX01	Q8N0S2
Q8IX01	Q8N5R6-4
Q8IX01	Q8N8B7
Q8IX01	Q8N8B7-2
Q8IX01	Q8TBB1
Q8IX01	Q8TD31
Q8IX01	Q8TEC5
Q8IX01	Q96BZ8
Q8IX01	Q96CN5
Q8IX01	Q96GM5
Q8IX01	Q96HB5
Q8IX01	Q96LK0
Q8IX01	Q96MA6
Q8IX01	Q9BWD3
Q8IX01	Q9BYV2
Q8IX01	Q9H0I2
Q8IX01	Q9H6F5
Q8IX01	Q9HD26
Q8IX01	Q9NPJ8
Q8IX01	Q9NRI5
Q8IX01	Q9NYB9
Q8IX01	Q9NYJ8
Q8IX01	Q9P2K3
Q8IX01	Q9P2M7
Q8IX01	Q9Y250
Q8IX01	Q9Y2Y4
Q8IX01	Q9Y586
Q8N129	Q8WTT2
Q8N129	Q92597
Q8N129	Q96A57
Q8N129	Q99418
Q8N129	Q9BQ39
Q8N129	Q9BRR8
Q8N129	Q9BZV1-2
Q8N129	Q9H501
Q8N129	Q9HCE7-2
Q8N129	Q9HCU4
Q8N129	Q9NYB0
Q8N129	Q9Y6M5
P49703	Q8N129
B2RXF5	Q8N129
O00305	Q8N129
O00746	Q8N129
O75955	Q8N129
P19237	Q8N129
P20807	Q8N129
P25786	Q8N129
P50221	Q8N129
P50222	Q8N129
P54136	Q8N129
Q08426	Q8N129
Q16877	Q8N129
Q16877-2	Q8N129
Q2TBE0	Q8N129
Q3B820	Q8N129
Q3SY00	Q8N129
Q6NX45	Q8N129
Q6ZNG0	Q8N129
Q6ZV73	Q8N129
Q86YV0	Q8N129
Q8IZD4	Q8N129
Q8N0S2	Q8N129
Q8N129	Q8N5R6-4
Q8N129	Q8N8B7
Q8N129	Q8N8B7-2
Q8N129	Q8TBB1
Q8N129	Q8TD31
Q8N129	Q8TEC5
Q8N129	Q96BZ8
Q8N129	Q96CN5
Q8N129	Q96GM5
Q8N129	Q96HB5
Q8N129	Q96LK0
Q8N129	Q96MA6
Q8N129	Q9BWD3
Q8N129	Q9BYV2
Q8N129	Q9H0I2
Q8N129	Q9H6F5
Q8N129	Q9HD26
Q8N129	Q9NPJ8
Q8N129	Q9NRI5
Q8N129	Q9NYB9
Q8N129	Q9NYJ8
Q8N129	Q9P2K3
Q8N129	Q9P2M7
Q8N129	Q9Y250
Q8N129	Q9Y2Y4
Q8N129	Q9Y586
Q8WTT2	Q92597
Q8WTT2	Q96A57
Q8WTT2	Q99418
Q8WTT2	Q9BQ39
Q8WTT2	Q9BRR8
Q8WTT2	Q9BZV1-2
Q8WTT2	Q9H501
Q8WTT2	Q9HCE7-2
Q8WTT2	Q9HCU4
Q8WTT2	Q9NYB0
Q8WTT2	Q9Y6M5
P49703	Q8WTT2
B2RXF5	Q8WTT2
O00305	Q8WTT2
O00746	Q8WTT2
O75955	Q8WTT2
P19237	Q8WTT2
P20807	Q8WTT2
P25786	Q8WTT2
P50221	Q8WTT2
P50222	Q8WTT2
P54136	Q8WTT2
Q08426	Q8WTT2
Q16877	Q8WTT2
Q16877-2	Q8WTT2
Q2TBE0	Q8WTT2
Q3B820	Q8WTT2
Q3SY00	Q8WTT2
Q6NX45	Q8WTT2
Q6ZNG0	Q8WTT2
Q6ZV73	Q8WTT2
Q86YV0	Q8WTT2
Q8IZD4	Q8WTT2
Q8N0S2	Q8WTT2
Q8N5R6-4	Q8WTT2
Q8N8B7	Q8WTT2
Q8N8B7-2	Q8WTT2
Q8TBB1	Q8WTT2
Q8TD31	Q8WTT2
Q8TEC5	Q8WTT2
Q8WTT2	Q96BZ8
Q8WTT2	Q96CN5
Q8WTT2	Q96GM5
Q8WTT2	Q96HB5
Q8WTT2	Q96LK0
Q8WTT2	Q96MA6
Q8WTT2	Q9BWD3
Q8WTT2	Q9BYV2
Q8WTT2	Q9H0I2
Q8WTT2	Q9H6F5
Q8WTT2	Q9HD26
Q8WTT2	Q9NPJ8
Q8WTT2	Q9NRI5
Q8WTT2	Q9NYB9
Q8WTT2	Q9NYJ8
Q8WTT2	Q9P2K3
Q8WTT2	Q9P2M7
Q8WTT2	Q9Y250
Q8WTT2	Q9Y2Y4
Q8WTT2	Q9Y586
Q92597	Q96A57
Q92597	Q99418
Q92597	Q9BQ39
Q92597	Q9BRR8
Q92597	Q9BZV1-2
Q92597	Q9H501
Q92597	Q9HCE7-2
Q92597	Q9HCU4
Q92597	Q9NYB0
Q92597	Q9Y6M5
P49703	Q92597
B2RXF5	Q92597
O00305	Q92597
O00746	Q92597
O75955	Q92597
P19237	Q92597
P20807	Q92597
P25786	Q92597
P50221	Q92597
P50222	Q92597
P54136	Q92597
Q08426	Q92597
Q16877	Q92597
Q16877-2	Q92597
Q2TBE0	Q92597
Q3B820	Q92597
Q3SY00	Q92597
Q6NX45	Q92597
Q6ZNG0	Q92597
Q6ZV73	Q92597
Q86YV0	Q92597
Q8IZD4	Q92597
Q8N0S2	Q92597
Q8N5R6-4	Q92597
Q8N8B7	Q92597
Q8N8B7-2	Q92597
Q8TBB1	Q92597
Q8TD31	Q92597
Q8TEC5	Q92597
Q92597	Q96BZ8
Q92597	Q96CN5
Q92597	Q96GM5
Q92597	Q96HB5
Q92597	Q96LK0
Q92597	Q96MA6
Q92597	Q9BWD3
Q92597	Q9BYV2
Q92597	Q9H0I2
Q92597	Q9H6F5
Q92597	Q9HD26
Q92597	Q9NPJ8
Q92597	Q9NRI5
Q92597	Q9NYB9
Q92597	Q9NYJ8
Q92597	Q9P2K3
Q92597	Q9P2M7
Q92597	Q9Y250
Q92597	Q9Y2Y4
Q92597	Q9Y586
Q96A57	Q99418
Q96A57	Q9BQ39
Q96A57	Q9BRR8
Q96A57	Q9BZV1-2
Q96A57	Q9H501
Q96A57	Q9HCE7-2
Q96A57	Q9HCU4
Q96A57	Q9NYB0
Q96A57	Q9Y6M5
P49703	Q96A57
B2RXF5	Q96A57
O00305	Q96A57
O00746	Q96A57
O75955	Q96A57
P19237	Q96A57
P20807	Q96A57
P25786	Q96A57
P50221	Q96A57
P50222	Q96A57
P54136	Q96A57
Q08426	Q96A57
Q16877	Q96A57
Q16877-2	Q96A57
Q2TBE0	Q96A57
Q3B820	Q96A57
Q3SY00	Q96A57
Q6NX45	Q96A57
Q6ZNG0	Q96A57
Q6ZV73	Q96A57
Q86YV0	Q96A57
Q8IZD4	Q96A57
Q8N0S2	Q96A57
Q8N5R6-4	Q96A57
Q8N8B7	Q96A57
Q8N8B7-2	Q96A57
Q8TBB1	Q96A57
Q8TD31	Q96A57
Q8TEC5	Q96A57
Q96A57	Q96BZ8
Q96A57	Q96CN5
Q96A57	Q96GM5
Q96A57	Q96HB5
Q96A57	Q96LK0
Q96A57	Q96MA6
Q96A57	Q9BWD3
Q96A57	Q9BYV2
Q96A57	Q9H0I2
Q96A57	Q9H6F5
Q96A57	Q9HD26
Q96A57	Q9NPJ8
Q96A57	Q9NRI5
Q96A57	Q9NYB9
Q96A57	Q9NYJ8
Q96A57	Q9P2K3
Q96A57	Q9P2M7
Q96A57	Q9Y250
Q96A57	Q9Y2Y4
Q96A57	Q9Y586
Q99418	Q9BQ39
Q99418	Q9BRR8
Q99418	Q9BZV1-2
Q99418	Q9H501
Q99418	Q9HCE7-2
Q99418	Q9HCU4
Q99418	Q9NYB0
Q99418	Q9Y6M5
P49703	Q99418
B2RXF5	Q99418
O00305	Q99418
O00746	Q99418
O75955	Q99418
P19237	Q99418
P20807	Q99418
P25786	Q99418
P50221	Q99418
P50222	Q99418
P54136	Q99418
Q08426	Q99418
Q16877	Q99418
Q16877-2	Q99418
Q2TBE0	Q99418
Q3B820	Q99418
Q3SY00	Q99418
Q6NX45	Q99418
Q6ZNG0	Q99418
Q6ZV73	Q99418
Q86YV0	Q99418
Q8IZD4	Q99418
Q8N0S2	Q99418
Q8N5R6-4	Q99418
Q8N8B7	Q99418
Q8N8B7-2	Q99418
Q8TBB1	Q99418
Q8TD31	Q99418
Q8TEC5	Q99418
Q96BZ8	Q99418
Q96CN5	Q99418
Q96GM5	Q99418
Q96HB5	Q99418
Q96LK0	Q99418
Q96MA6	Q99418
Q99418	Q9BWD3
Q99418	Q9BYV2
Q99418	Q9H0I2
Q99418	Q9H6F5
Q99418	Q9HD26
Q99418	Q9NPJ8
Q99418	Q9NRI5
Q99418	Q9NYB9
Q99418	Q9NYJ8
Q99418	Q9P2K3
Q99418	Q9P2M7
Q99418	Q9Y250
Q99418	Q9Y2Y4
Q99418	Q9Y586
Q9BQ39	Q9BRR8
Q9BQ39	Q9BZV1-2
Q9BQ39	Q9H501
Q9BQ39	Q9HCE7-2
Q9BQ39	Q9HCU4
Q9BQ39	Q9NYB0
Q9BQ39	Q9Y6M5
P49703	Q9BQ39
B2RXF5	Q9BQ39
O00305	Q9BQ39
O00746	Q9BQ39
O75955	Q9BQ39
P19237	Q9BQ39
P20807	Q9BQ39
P25786	Q9BQ39
P50221	Q9BQ39
P50222	Q9BQ39
P54136	Q9BQ39
Q08426	Q9BQ39
Q16877	Q9BQ39
Q16877-2	Q9BQ39
Q2TBE0	Q9BQ39
Q3B820	Q9BQ39
Q3SY00	Q9BQ39
Q6NX45	Q9BQ39
Q6ZNG0	Q9BQ39
Q6ZV73	Q9BQ39
Q86YV0	Q9BQ39
Q8IZD4	Q9BQ39
Q8N0S2	Q9BQ39
Q8N5R6-4	Q9BQ39
Q8N8B7	Q9BQ39
Q8N8B7-2	Q9BQ39
Q8TBB1	Q9BQ39
Q8TD31	Q9BQ39
Q8TEC5	Q9BQ39
Q96BZ8	Q9BQ39
Q96CN5	Q9BQ39
Q96GM5	Q9BQ39
Q96HB5	Q9BQ39
Q96LK0	Q9BQ39
Q96MA6	Q9BQ39
Q9BQ39	Q9BWD3
Q9BQ39	Q9BYV2
Q9BQ39	Q9H0I2
Q9BQ39	Q9H6F5
Q9BQ39	Q9HD26
Q9BQ39	Q9NPJ8
Q9BQ39	Q9NRI5
Q9BQ39	Q9NYB9
Q9BQ39	Q9NYJ8
Q9BQ39	Q9P2K3
Q9BQ39	Q9P2M7
Q9BQ39	Q9Y250
Q9BQ39	Q9Y2Y4
Q9BQ39	Q9Y586
Q9BRR8	Q9BZV1-2
Q9BRR8	Q9H501
Q9BRR8	Q9HCE7-2
Q9BRR8	Q9HCU4
Q9BRR8	Q9NYB0
Q9BRR8	Q9Y6M5
P49703	Q9BRR8
B2RXF5	Q9BRR8
O00305	Q9BRR8
O00746	Q9BRR8
O75955	Q9BRR8
P19237	Q9BRR8
P20807	Q9BRR8
P25786	Q9BRR8
P50221	Q9BRR8
P50222	Q9BRR8
P54136	Q9BRR8
Q08426	Q9BRR8
Q16877	Q9BRR8
Q16877-2	Q9BRR8
Q2TBE0	Q9BRR8
Q3B820	Q9BRR8
Q3SY00	Q9BRR8
Q6NX45	Q9BRR8
Q6ZNG0	Q9BRR8
Q6ZV73	Q9BRR8
Q86YV0	Q9BRR8
Q8IZD4	Q9BRR8
Q8N0S2	Q9BRR8
